,Station ID,Station Name,Yelp ID,Venue Name,Price,Review Count,Rating,Latitude,Longitude,Distance,Address,Category name
11,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,-N9QgMA3urFjOx4J_nUeAg,Cultured Coffee & Tea,$$,15,3.5,49.26086,-123.11629,225.74163350846163,"113 555 W 12 Avenue, Vancouver, BC V5Z 3X7, Canada",Coffee & Tea
12,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,rZNgrcmNQWqxS54FiNvxJw,The Golden Horn Turkish Bakery & Cafe,,7,5.0,49.25981092848732,-123.11528339982033,304.4381437217121,"2857 Cambie Street, Vancouver, BC V5Z 3Y8, Canada",Coffee & Tea
13,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,OxlxFuiZ936UayG6nMu1DQ,The Federal Store,$$,35,4.5,49.2619270668591,-123.103209011988,814.2463518848425,"2601 Quebec Street, Vancouver, BC V5T 3A6, Canada",Grocery
14,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,zp4aLnaBd79eoxvXoMVj8g,Whole Food Market,$,18,4.0,49.2640495,-123.1150513,182.3781658384453,"510 W 8th Avenue, Vancouver, BC V5Z 1C6, Canada",Coffee & Tea
15,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,gRepmb_vwaCDzbsjwmJ-Ig,Foret Noire Patisserie,$$,56,4.0,49.26284,-123.11051,303.4822778067055,"236 West Broadway, Vancouver, BC V5Y 1P6, Canada",Desserts
16,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,xNBpvrBjwvegW6HJoNPptA,Cafe Ami,$,9,4.0,49.260803,-123.123994,721.1542031068002,"899 W 12th Avenue, Vancouver, BC V5Z, Canada",Cafes
17,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,AdF53ieB7N6C1WpNTZAsZg,JJ Bean Coffee Roasters,$$,38,4.0,49.2550248620133,-123.115302802248,832.3507113190226,"3399 Cambie Street, Vancouver, BC V5Z 2W6, Canada",Coffee & Tea
18,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,b224L6_v7F2M4FsxG6rFag,Elysian Coffee,$$,52,4.0,49.2645569,-123.1050568,713.4359111463815,"2301 Ontario Street, Vancouver, BC V5T 2X5, Canada",Coffee & Tea
19,7a19c49f486d7c0c02b3685d7b240448,0001 10th & Cambie,kDsnrHr515O_hbAuOHBv_g,Rocanini Coffee Roasters,$,16,4.0,49.2666872398032,-123.107811883973,668.1705543844458,"127 W 5th Avenue, Vancouver, BC V5Y 1H9, Canada",Coffee & Tea
0,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,6we9hSReCQ0urWSMoHDfpA,Black Echo Coffee,$$,11,4.5,49.2749189,-123.1212809,66.42526941757679,"1144 Mainland St, Vancouver, BC V6B 2T9, Canada",Coffee & Tea
1,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,dF5qYrLOxp710HOSWhIZ9g,Coo Coo Coffee,$$,140,4.0,49.2754918653721,-123.123349512628,151.52458882953832,"477 Davie Street, Vancouver, BC V6B, Canada",Coffee & Tea
2,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,uJNfd4CrU3dD7RjLnHzodg,Angus T,$,82,4.0,49.2762326068102,-123.119233623147,263.56552170749455,"1036 Mainland Street, Vancouver, BC V6B 2T4, Canada",Cafes
3,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,3ByjrLF8nyArUxvO6vqJCw,Incognito Coffee,$$,135,5.0,49.2802573019756,-123.120230028369,643.2293912430046,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada",Coffee & Tea
4,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,Sp3YsEpiW46vpLky8xL2fQ,Matchstick Coffee,,35,3.5,49.2743486,-123.1263175,318.76643803077815,"1328 Richards Street, Vancouver, BC V6B 3G6, Canada",Coffee & Tea
5,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,dX6y4zA-1AtWsYnT4AZXNg,Revolver,$,572,4.5,49.283273,-123.1094283,1313.1369299911714,"325 Cambie Street, Vancouver, BC V6B 1H7, Canada",Coffee & Tea
6,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,OjVRMDAvq93MOmPCd23uCA,Honolulu Coffee,$$,141,4.5,49.27995355525173,-123.1250129,642.3652482898509,"G1-888 Nelson Street, Vancouver, BC V6Z 2H1, Canada",Coffee & Tea
7,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,L4jCuG3S-6kY0FVAyjiLNQ,Nero Waffles,$$,445,4.5,49.27834403099929,-123.12204465357301,420.4219113536005,"1002 Seymour Street, Vancouver, BC V6B 3M6, Canada",Waffles
8,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,d9j1BELXo1E8wdEiIQAzKw,Small Victory Bakery,$$,295,4.0,49.27648024736094,-123.121204593404,217.4414677558987,"1088 Homer Street, Vancouver, BC V6B 2W9, Canada",Coffee & Tea
9,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,zMQNKgVrav_zVsiZYi3jNg,Pacific Coffee Roasters,$$,36,4.0,49.279209,-123.116071,663.5480220630337,"345 Robson Street, Unit 101-102, Vancouver, BC V6B 0H3, Canada",Coffee Roasteries
10,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,KF9osr-B-5jzmujeb5lMkA,Rocanini Coffee Roasters,$$,54,4.5,49.2769145650779,-123.115281062208,541.313423506706,"863 Beatty Street, Vancouver, BC V6B 2M6, Canada",Coffee Roasteries
11,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,zLyC3qN0c5Zg-sfb6eZhQw,JJ Bean Coffee Roasters,$$,97,3.5,49.2752484,-123.1235321,162.8764038269836,"402 Davie Street, Vancouver, BC V6B 2G3, Canada",Coffee & Tea
12,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,n3q30JsRN3JeqfbPSaLDfQ,Pallet Coffee Roasters,,22,4.0,49.2799058071592,-123.123651411639,608.4885800077274,"980 Howe Street, Vancouver, BC V6Z 1N9, Canada",Coffee Roasteries
13,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,zIW_FODceS5-f7RmTWLIIw,7 Days Coffee,$,39,4.5,49.2759510920933,-123.116147700279,439.1783574138455,"920 Beatty Street, Vancouver, BC V6Z 3G6, Canada",Cafes
14,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,gX0vuxzCD2aFBEeRUFJWpg,Breka Bakery & Cafe,$$,308,4.0,49.2784333930687,-123.127897942266,616.0624350583614,"855 Davie Street, Vancouver, BC V6Z 1B7, Canada",Coffee & Tea
15,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,XP1UE-u8j2rhuH2jkA4cBA,B49 Bakery Coffee,,3,5.0,49.27569205371005,-123.12016183128064,173.48286400237197,"1066 Mainland Street, Vancouver, BC V6B 2T4, Canada",Bakeries
16,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,UfNm70d7zykz9JQmPY5cSw,Granville Island Tea Company,$$,136,4.5,49.272358,-123.134851,976.957134156926,"1689 Johnston Street, Suite 117, Vancouver, BC V6H 3R9, Canada",Coffee & Tea
17,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,U3L-K3CQsQOSETtmTCxiBQ,Noah's Cafe,,25,4.5,49.2762158,-123.1250441,297.5556020643186,"572 Davie Street, Vancouver, BC V6B 2G4, Canada",Cafes
18,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,GQK8trvjFDBuETAchTMVIA,Nemesis Coffee,$$,192,4.5,49.28281595985871,-123.11027107703038,1242.1901695775414,"302 W Hastings Street, Vancouver, BC V6B 2N4, Canada",Cafes
19,32603a87cfca71d0f7dfa3513bad69d5,0004 Yaletown-Roundhouse Station,dplKdpONowTjlPZvq0wSRw,Elysian Coffee,$,59,4.0,49.27987725244807,-123.12770435452009,728.8306766975248,"1100 Burrard Street, Suite 102, Vancouver, BC V6Z 1Y9, Canada",Coffee & Tea
0,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,dX6y4zA-1AtWsYnT4AZXNg,Revolver,$,572,4.5,49.283273,-123.1094283,384.4508341515939,"325 Cambie Street, Vancouver, BC V6B 1H7, Canada",Coffee & Tea
1,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,7Y9dgVNnW6gxeEkdK-gzgg,Papparoti,$$,33,4.5,49.2799385,-123.1081741,110.54217557938563,"193 Keefer Place, Unit 103, Vancouver, BC V6B 6C1, Canada",Coffee & Tea
2,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,zMQNKgVrav_zVsiZYi3jNg,Pacific Coffee Roasters,$$,36,4.0,49.279209,-123.116071,433.6338074081007,"345 Robson Street, Unit 101-102, Vancouver, BC V6B 0H3, Canada",Coffee Roasteries
3,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,GQK8trvjFDBuETAchTMVIA,Nemesis Coffee,$$,192,4.5,49.28281595985871,-123.11027107703038,339.4683208627766,"302 W Hastings Street, Vancouver, BC V6B 2N4, Canada",Cafes
4,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,3ByjrLF8nyArUxvO6vqJCw,Incognito Coffee,$$,135,5.0,49.2802573019756,-123.120230028369,732.9640265245085,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada",Coffee & Tea
5,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,ljnjap6GNVMvS1DNzgDOYA,Caveman Cafe,$$,263,4.5,49.280802324947445,-123.10703500282291,254.00529471883814,"88 W Pender Street, Unit 1005, Vancouver, BC V6B 6N8, Canada",Organic Stores
6,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,KF9osr-B-5jzmujeb5lMkA,Rocanini Coffee Roasters,$$,54,4.5,49.2769145650779,-123.115281062208,488.5881058295708,"863 Beatty Street, Vancouver, BC V6B 2M6, Canada",Coffee Roasteries
7,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,3jyz605NGvJV6uId5tjf9Q,Deville Coffee,,13,4.5,49.2853546768392,-123.11246584304324,643.8743765261171,"325 Seymour Street, Vancouver, BC V6B 5A7, Canada",Coffee & Tea
8,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,kgw2PqMWCr8yShvtk9Tqxw,Caffe Di Beppe,,15,4.5,49.28235624721356,-123.1045101,500.68960349635677,"2 W Cordova Street, Vancouver, BC V6B 1C9, Canada",Cafes
9,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,-i9Y463tpAdh2sDAzvd7BQ,New Amsterdam Café,$,63,4.0,49.283004,-123.110008,354.29649905118293,"301 Hastings Street W, Vancouver, BC V6B 1H6, Canada",Cafes
10,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,-RStLKSNyENyOK5_kUEPtg,Prado Cafe,$$,88,4.0,49.2818961,-123.1074141,306.2054611922299,"100 W Hastings Street, Vancouver, BC V6B 1G8, Canada",Cafes
11,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,nct5iYSlXQLe9ln-EmDdcQ,Purebread,$$,406,4.5,49.282467206247,-123.10917963188,308.78030321914724,"159 W Hastings Street, Vancouver, BC V6B 1H5, Canada",Bakeries
12,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,6we9hSReCQ0urWSMoHDfpA,Black Echo Coffee,$$,11,4.5,49.2749189,-123.1212809,959.4563326022845,"1144 Mainland St, Vancouver, BC V6B 2T9, Canada",Coffee & Tea
13,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,HfNW-ry8xbddfmsKZolL7Q,Bread x Butter Cafe,,32,4.0,49.2841611,-123.1199654,863.453501660587,"140-925 West Georgia Street, Vancouver, BC V6N 3L2, Canada",Cafes
14,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,7frP_EAuworLHTVB-SDQrw,The Drop Coffee,$,25,4.5,49.2887674218819,-123.114752196681,1055.2276070731612,"1055 Canada Place, Unit 29, Vancouver, BC V6C, Canada",Coffee & Tea
15,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,uJNfd4CrU3dD7RjLnHzodg,Angus T,$,82,4.0,49.2762326068102,-123.119233623147,766.8250750047508,"1036 Mainland Street, Vancouver, BC V6B 2T4, Canada",Cafes
16,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,bR0AwfXJlNxMP0387deRRw,Matchstick,$,95,4.0,49.27870705341896,-123.09928278715323,797.3127507658121,"213 E Georgia Street, Vancouver, BC V6B 0K9, Canada",Cafes
17,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,PprCN672kFl2iBwKXNqRmw,Ca Phe Vietnamese Coffee House,,2,4.5,49.28369,-123.11193,457.4364068337032,"160 - 422 Richards Street, Vancouver, BC V6B 2Z4, Canada",Coffee & Tea
18,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,A8lIgB_ZWLTkDZwA2nvdtw,Milano Coffee Roasters,$$,114,4.0,49.2831151,-123.1030758,622.2982518702051,"36 Powell Street, Vancouver, BC V6B 2J1, Canada",Coffee & Tea
19,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,L4jCuG3S-6kY0FVAyjiLNQ,Nero Waffles,$$,445,4.5,49.27834403099929,-123.12204465357301,876.8894230098509,"1002 Seymour Street, Vancouver, BC V6B 3M6, Canada",Waffles
0,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),PrKpa6Ejv1v1WvIIywYMvg,Aperture Coffee Bar,$$,122,4.0,49.2632037459,-123.110469593,363.8319744505714,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada",Coffee & Tea
1,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),dh-h2jbsa2ElN5Db0vfotQ,On the Grind - Pedalling Epic Coffee,$,4,5.0,49.261226,-123.1139268,76.17161008269866,"Vancouver, BC, Canada",Coffee & Tea
2,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),NnaE4IKlc6XdYOUu4IOV5w,49th Parallel Coffee,$,495,4.0,49.2591330651218,-123.10088478104,930.1580388669379,"2902 Main Street, Vancouver, BC V5T 0C1, Canada",Cafes
3,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),NensKn1MSVU_rm-1Y6WlFA,Marulilu Cafe,$$,281,4.0,49.26338,-123.11415,313.31640350238473,"451 W Broadway, Vancouver, BC V5Y 1R4, Canada",Cafes
4,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),V8bM35xa5m_s_I_RDwqbpA,The Mighty Oak,$$,44,4.5,49.25470697013,-123.109722571412,710.3159353750443,"198 W 18th Avenue, Vancouver, BC V5Y 2A5, Canada",Grocery
5,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),2M3JB9wpYUDNxtEyv3ZMww,Modus Coffee Roasters,$,31,4.5,49.2629464,-123.1074362,521.4901769458156,"112 W Broadway, Vancouver, BC V5Y 1P1, Canada",Coffee Roasteries
6,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),X-73k3cwBjjc170MOdPa7A,Elysian Coffee,$$,207,3.5,49.26294,-123.11728,391.589527768375,"590 W Broadway, Vancouver, BC V5Z 1E9, Canada",Coffee & Tea
7,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),WJvPqNWk14YQlzROy9J5Og,Melo Patisserie,,31,4.5,49.2635651,-123.1014339,928.9782490847743,"154 E 8th Avenue, Vancouver, BC V5T 1R7, Canada",Coffee & Tea
8,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),lG1o4Zb08AGxabl30Truew,Milano Coffee,$$,97,4.0,49.26359,-123.10872,487.8092515917687,"156 8th Avenue W, Vancouver, BC V5Y 1N2, Canada",Coffee & Tea
9,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),rZNgrcmNQWqxS54FiNvxJw,The Golden Horn Turkish Bakery & Cafe,,7,5.0,49.25981092848732,-123.11528339982033,156.0546489753647,"2857 Cambie Street, Vancouver, BC V5Z 3Y8, Canada",Coffee & Tea
10,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),-N9QgMA3urFjOx4J_nUeAg,Cultured Coffee & Tea,$$,15,3.5,49.26086,-123.11629,221.32710065618667,"113 555 W 12 Avenue, Vancouver, BC V5Z 3X7, Canada",Coffee & Tea
11,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),OGlfpaWoE4UnPyDuRCbjIg,Pittie Coffee,,7,4.5,49.2519475,-123.1008351,1334.4420231720421,"3702 Main Street, Vancouver, BC V5V 3N7, Canada",Coffee & Tea
12,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),UkSNdIF54dvas25eh_CmFw,Caffe Cittadella,$$,152,4.0,49.264809386635505,-123.11726668221056,541.9741632520885,"2310 Ash Street, Vancouver, BC V5Z 3C2, Canada",Coffee & Tea
13,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),AdF53ieB7N6C1WpNTZAsZg,JJ Bean Coffee Roasters,$$,38,4.0,49.2550248620133,-123.115302802248,633.4131725320002,"3399 Cambie Street, Vancouver, BC V5Z 2W6, Canada",Coffee & Tea
14,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),OxlxFuiZ936UayG6nMu1DQ,The Federal Store,$$,35,4.5,49.2619270668591,-123.103209011988,761.5311807069412,"2601 Quebec Street, Vancouver, BC V5T 3A6, Canada",Grocery
15,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),VUWW2_52d567vne5hy1hng,Hayan Mug,$,12,4.0,49.2520326,-123.1007661,1334.4420231720421,"3702 Main Street, Vancouver, BC V5V 3N7, Canada",Coffee & Tea
16,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),_ItmR4oTnTP-4-WL4LxLmw,One Bowl,,12,4.0,49.263533857529154,-123.1195716,548.0533093205034,"693 W Broadway, Vancouver, BC V5Z 1G6, Canada",Cafes
17,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),gRepmb_vwaCDzbsjwmJ-Ig,Foret Noire Patisserie,$$,56,4.0,49.26284,-123.11051,351.88210571342745,"236 West Broadway, Vancouver, BC V5Y 1P6, Canada",Desserts
18,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),-HfxEoo3wIWFApvuDcHEGg,Passion8 Dessert Cafe,$$,201,4.0,49.258435242883,-123.11499774456,263.8906680159568,"3010 Cambie Street, Vancouver, BC V5Z 2V9, Canada",Desserts
19,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),2sN6gCCslZrPo5-C7HZ90A,Foglifter Coffee Roasters,$,13,4.0,49.2531365,-123.1007951,1245.072760304077,"3590 Main Street, Vancouver, BC V5V 3N3, Canada",Cafes
0,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,PrKpa6Ejv1v1WvIIywYMvg,Aperture Coffee Bar,$$,122,4.0,49.2632037459,-123.110469593,541.6866087010858,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada",Coffee & Tea
1,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,UkSNdIF54dvas25eh_CmFw,Caffe Cittadella,$$,152,4.0,49.264809386635505,-123.11726668221056,75.582475974626,"2310 Ash Street, Vancouver, BC V5Z 3C2, Canada",Coffee & Tea
2,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,X-73k3cwBjjc170MOdPa7A,Elysian Coffee,$$,207,3.5,49.26294,-123.11728,127.98897634255272,"590 W Broadway, Vancouver, BC V5Z 1E9, Canada",Coffee & Tea
3,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,NensKn1MSVU_rm-1Y6WlFA,Marulilu Cafe,$$,281,4.0,49.26338,-123.11415,280.9232027905117,"451 W Broadway, Vancouver, BC V5Y 1R4, Canada",Cafes
4,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,_ItmR4oTnTP-4-WL4LxLmw,One Bowl,,12,4.0,49.263533857529154,-123.1195716,150.95957862148353,"693 W Broadway, Vancouver, BC V5Z 1G6, Canada",Cafes
5,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,dh-h2jbsa2ElN5Db0vfotQ,On the Grind - Pedalling Epic Coffee,$,4,5.0,49.261226,-123.1139268,433.95805126549914,"Vancouver, BC, Canada",Coffee & Tea
6,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,2M3JB9wpYUDNxtEyv3ZMww,Modus Coffee Roasters,$,31,4.5,49.2629464,-123.1074362,776.0746388260575,"112 W Broadway, Vancouver, BC V5Y 1P1, Canada",Coffee Roasteries
7,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,lG1o4Zb08AGxabl30Truew,Milano Coffee,$$,97,4.0,49.26359,-123.10872,661.9137670356153,"156 8th Avenue W, Vancouver, BC V5Y 1N2, Canada",Coffee & Tea
8,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,rZNgrcmNQWqxS54FiNvxJw,The Golden Horn Turkish Bakery & Cafe,,7,5.0,49.25981092848732,-123.11528339982033,521.9459148629793,"2857 Cambie Street, Vancouver, BC V5Z 3Y8, Canada",Coffee & Tea
9,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,zp4aLnaBd79eoxvXoMVj8g,Whole Food Market,$,18,4.0,49.2640495,-123.1150513,181.91521527575725,"510 W 8th Avenue, Vancouver, BC V5Z 1C6, Canada",Coffee & Tea
10,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,RIV772P__2lPkkNfn5_6sQ,Tony's Coffee,$,20,4.5,49.26379,-123.12224,330.4135013631216,"805 Broadway W, Vancouver, BC V5Z 1K1, Canada",Coffee & Tea
11,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,xy21pnIwzK977BHjgdb0LA,Bean Around The World Coffees,$$,4,5.0,49.2622651,-123.1233547,395.3927412891404,"820 West 10th Avenue, Vancouver, BC V5Z 1M9, Canada",Coffee & Tea
12,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,sJ-mEiS2A5aFje7v3dhI4w,Cafe & Life Co.,,8,4.5,49.265218,-123.116184,160.3624790900357,"511 W 7th Avenue, Suite 117, Vancouver, BC V5Z 2T5, Canada",Cafes
13,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,qfM6Z2kPIRG0k0EAy4XmSw,Deja Brew,$$,52,4.5,49.2636604,-123.1251297,537.446543821928,"943 W Broadway, Unit 160, Vancouver, BC V5Z 4E1, Canada",Coffee & Tea
14,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,gnNl71R3D5TlMnqpzelSvg,K Cafe,$,21,4.0,49.2630081,-123.1200714,221.4778321988435,"2533 Heather Street, Vancouver, BC V5Z 3J2, Canada",Coffee & Tea
15,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,-N9QgMA3urFjOx4J_nUeAg,Cultured Coffee & Tea,$$,15,3.5,49.26086,-123.11629,370.5852068668561,"113 555 W 12 Avenue, Vancouver, BC V5Z 3X7, Canada",Coffee & Tea
16,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,81QtZDdzyKZBnyFq-TgCVA,Dalina,,21,4.0,49.2632496465408,-123.126448765397,638.6995246702724,"992 W Broadway, Vancouver, BC V5Z 1K7, Canada",Coffee & Tea
17,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,gRepmb_vwaCDzbsjwmJ-Ig,Foret Noire Patisserie,$$,56,4.0,49.26284,-123.11051,561.3139019325529,"236 West Broadway, Vancouver, BC V5Y 1P6, Canada",Desserts
18,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,dpbT98-hJTgIC40yhtyPpw,JJ Bean Coffee Roasters,$$,38,4.5,49.27015,-123.109227,905.5025075965419,"188 W 1st Avenue, Vancouver, BC V5Y 1A4, Canada",Coffee & Tea
