,Station_ID,Station Name,FSQ_ID,Venue Name,Latitude,Longitude,Distance,Address,Category name,Rating,Popularity,Price,Total Photos,Total Ratings,Total Tips
9,6d42fa40360f9a6b2bf641c7b8bb2862,0005 Dunsmuir & Beatty,5509ef63498e9ecb263777ab,Prado Cafe,49.281917,-123.107411,315,"100 Hastings St W (Abbott St.), Vancouver BC V6B 1G8",Café,7.8,0.962126659023338,1.0,73.0,111.0,25.0
0,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4be48099910020a134ced114,Cultured Coffee & Tea,49.260682,-123.116309,210,"555 12th Ave W (at Cambie St in City Square Shopping Centre), Vancouver BC V5Z 3X7",Coffee Shop,,0.7946406016206448,1.0,,,
1,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4fd3a01be4b0540d9cb027ea,Moii Cafe,49.262562,-123.115171,256,"2559 Cambie St (btwn W Broadway & W 10th Ave), Vancouver BC V5Z 3Y6",Café,8.0,0.22170187132002875,1.0,67.0,55.0,18.0
2,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4b1db335f964a520211424e3,Marulilu Cafe,49.263364,-123.113942,307,"451W Broadway W (at Cambie St), Vancouver BC V5Y 1R4",Café,8.2,0.953848545500476,2.0,128.0,111.0,32.0
3,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),5bcb670ad0a149002dede4fa,Jammer Cafe and Urban Garage,49.263663,-123.112021,335,"350 8th Ave W, Vancouver BC V5Y 3X2",Café,,0.5509026252890539,1.0,,,
4,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4aa8320cf964a520f94f20e3,Blenz Coffee,49.263421,-123.115731,355,"521W Broadway W (at Cambie St), Vancouver BC V5Z 1E6",Café,5.4,0.9774003614387594,1.0,33.0,31.0,15.0
5,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),5177156c498ea4fd6b901dda,Aperture Coffee Bar,49.263286,-123.110286,369,"243 West Broadway (at Alberta St), Vancouver BC V5Y 1P5",Café,8.4,0.9238452420279435,1.0,68.0,96.0,30.0
6,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4aa98676f964a520105420e3,Elysian Coffee Broadway,49.263133,-123.117248,398,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",Coffee Shop,8.3,0.9747964477954179,1.0,170.0,201.0,64.0
7,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),4aec909ff964a520ccc821e3,Milano Coffee,49.263703,-123.108618,492,"156 8th Ave W (btwn Columbia & Manitoba St), Vancouver BC V5Y 1N2",Coffee Shop,8.7,0.9497289209304133,2.0,132.0,119.0,32.0
8,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),5a31538260d11b06bc47c475,Modus Coffee,49.263182,-123.107195,530,"112 W Broadway, Vancouver BC",Café,8.0,0.9637783952896368,1.0,32.0,15.0,2.0
9,66f873d641d448bd1572ab086665a458,0007 12th & Yukon (City Hall),58cc6ce6af7d175e606eaf83,Shaktea,49.265239,-123.11613,540,"511 7th Ave W, Vancouver BC V5Z 4R2",Tea Room,,0.7937661530090748,2.0,,,
0,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,49.264791,-123.117227,74,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",Coffee Shop,8.6,0.9611356172635588,2.0,135.0,79.0,27.0
1,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4aa98676f964a520105420e3,Elysian Coffee Broadway,49.263133,-123.117248,120,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",Coffee Shop,8.3,0.9747964477954179,1.0,170.0,201.0,64.0
2,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4aee5795f964a520a0d321e3,Blenz Coffee,49.263448,-123.119627,164,"695 Broadway W (at Heather St.), Vancouver BC V5Z 1G6",Café,5.6,0.9436855094148967,1.0,29.0,24.0,6.0
3,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4aa8320cf964a520f94f20e3,Blenz Coffee,49.263421,-123.115731,169,"521W Broadway W (at Cambie St), Vancouver BC V5Z 1E6",Café,5.4,0.9774003614387594,1.0,33.0,31.0,15.0
4,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,58cc6ce6af7d175e606eaf83,Shaktea,49.265239,-123.11613,170,"511 7th Ave W, Vancouver BC V5Z 4R2",Tea Room,,0.7937661530090748,2.0,,,
5,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4fd3a01be4b0540d9cb027ea,Moii Cafe,49.262562,-123.115171,258,"2559 Cambie St (btwn W Broadway & W 10th Ave), Vancouver BC V5Z 3Y6",Café,8.0,0.22170187132002875,1.0,67.0,55.0,18.0
6,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4b1db335f964a520211424e3,Marulilu Cafe,49.263364,-123.113942,282,"451W Broadway W (at Cambie St), Vancouver BC V5Y 1R4",Café,8.2,0.953848545500476,2.0,128.0,111.0,32.0
7,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,5898f8a5af5c1411a1a2263d,Tim Hortons,49.265786,-123.12234,369,"818 6th Ave W (Willow Street), Vancouver BC V5Z 1A6","Cafes, Coffee, and Tea Houses",6.3,0.9731058471463827,1.0,2.0,0.0,
8,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,4be48099910020a134ced114,Cultured Coffee & Tea,49.260682,-123.116309,378,"555 12th Ave W (at Cambie St in City Square Shopping Centre), Vancouver BC V5Z 3X7",Coffee Shop,,0.7946406016206448,1.0,,,
9,485d4d24c803cfde829ab89699fed833,0008 8th & Ash,5bcb670ad0a149002dede4fa,Jammer Cafe and Urban Garage,49.263663,-123.112021,401,"350 8th Ave W, Vancouver BC V5Y 3X2",Café,,0.5509026252890539,1.0,,,
0,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4b2884d6f964a520c79324e3,Branas Mediterranean Grill,49.268627,-123.118608,369,"617 Stamp's Landng (at Millbank), Vancouver BC V5Z 3Z1",Greek Restaurant,7.6,0.9920772128506734,3.0,18.0,20.0,6.0
1,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4aa9212ff964a520185220e3,Starbucks,49.267262,-123.112895,435,"2035 Yukon St (at W 2nd Ave), Vancouver BC V5Y 3W3",Coffee Shop,6.3,0.9871747536969744,1.0,26.0,44.0,15.0
2,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4aa9415ff964a520af5220e3,Starbucks,49.273446,-123.120155,457,"125 Davie St (at Marinaside Cres.), Vancouver BC V6Z 2Y1",Coffee Shop,6.3,0.9912555138843008,1.0,56.0,54.0,13.0
3,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,57196f28498e2aeaefab44b2,7 Days Coffee,49.276272,-123.115691,500,"920 Beatty St, Vancouver BC V6Z 3G6",Fish Market,,0.9794990381065273,1.0,,,
4,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4e72a8b21495dffb8e949b60,Terra Breads,49.27141,-123.106841,615,"1605 Manitoba St (at Athletes Way), Vancouver BC V5Y 0B8",Bakery,8.8,0.9784691319640115,1.0,209.0,142.0,39.0
5,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4bdc78ff3904a593e3554e9e,7-Eleven,49.276637,-123.115155,631,"99 Smithe St (at Beatty St.), Vancouver BC V6B 1C3",Convenience Store,5.8,0.951108606517557,,6.0,11.0,0.0
6,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,58cc6ce6af7d175e606eaf83,Shaktea,49.265239,-123.11613,634,"511 7th Ave W, Vancouver BC V5Z 4R2",Tea Room,,0.7937661530090748,2.0,,,
7,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,515d0176fe70ed72be0f6d2f,Black Echo Coffee,49.274883,-123.121251,645,"1144 Mainland St (btwn Helmcken & Davie), Vancouver BC V6B 2T9",Café,,0.2790268358562795,1.0,,,
8,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,51f0591a498e26b88854db2f,Blenz Coffee,49.269438,-123.106267,651,"97 2nd Ave W (West 2nd Avenue At Manitoba Street), Vancouver BC V5Y 1B1",Café,7.4,0.8835817415129904,1.0,19.0,12.0,3.0
9,b07d513f87897cff7319a0e59d7e567c,0009 Spyglass & Seawall,4aa804eaf964a520c24e20e3,Starbucks,49.274749,-123.122051,661,"1195 Mainland St (at Davie St), Vancouver BC V6B 5P2",Coffee Shop,7.0,0.9861059831717223,1.0,102.0,92.0,21.0
0,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4b2884d6f964a520c79324e3,Branas Mediterranean Grill,49.268627,-123.118608,61,"617 Stamp's Landng (at Millbank), Vancouver BC V5Z 3Z1",Greek Restaurant,7.6,0.9920772128506734,3.0,18.0,20.0,6.0
1,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4aa9212ff964a520185220e3,Starbucks,49.267262,-123.112895,411,"2035 Yukon St (at W 2nd Ave), Vancouver BC V5Y 3W3",Coffee Shop,6.3,0.9871747536969744,1.0,26.0,44.0,15.0
2,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,58cc6ce6af7d175e606eaf83,Shaktea,49.265239,-123.11613,444,"511 7th Ave W, Vancouver BC V5Z 4R2",Tea Room,,0.7937661530090748,2.0,,,
3,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,49.264791,-123.117227,459,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",Coffee Shop,8.6,0.9611356172635588,2.0,135.0,79.0,27.0
4,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,5898f8a5af5c1411a1a2263d,Tim Hortons,49.265786,-123.12234,471,"818 6th Ave W (Willow Street), Vancouver BC V5Z 1A6","Cafes, Coffee, and Tea Houses",6.3,0.9731058471463827,1.0,2.0,0.0,
5,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4aa9415ff964a520af5220e3,Starbucks,49.273446,-123.120155,527,"125 Davie St (at Marinaside Cres.), Vancouver BC V6Z 2Y1",Coffee Shop,6.3,0.9912555138843008,1.0,56.0,54.0,13.0
6,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4aee5795f964a520a0d321e3,Blenz Coffee,49.263448,-123.119627,619,"695 Broadway W (at Heather St.), Vancouver BC V5Z 1G6",Café,5.6,0.9436855094148967,1.0,29.0,24.0,6.0
7,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4aa8320cf964a520f94f20e3,Blenz Coffee,49.263421,-123.115731,633,"521W Broadway W (at Cambie St), Vancouver BC V5Z 1E6",Café,5.4,0.9774003614387594,1.0,33.0,31.0,15.0
8,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,4aa98676f964a520105420e3,Elysian Coffee Broadway,49.263133,-123.117248,642,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",Coffee Shop,8.3,0.9747964477954179,1.0,170.0,201.0,64.0
9,d1c9556d92f329703229fb3e33899a3b,0010 Stamps Landing,515d0176fe70ed72be0f6d2f,Black Echo Coffee,49.274883,-123.121251,686,"1144 Mainland St (btwn Helmcken & Davie), Vancouver BC V6B 2T9",Café,,0.2790268358562795,1.0,,,
0,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,4e72a8b21495dffb8e949b60,Terra Breads,49.27141,-123.106841,180,"1605 Manitoba St (at Athletes Way), Vancouver BC V5Y 0B8",Bakery,8.8,0.9784691319640115,1.0,209.0,142.0,39.0
1,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,551ef368498ec5766644afc6,Starbucks,49.269555,-123.102951,282,"1777 Quebec St, Vancouver BC V5T 0E7",Coffee Shop,6.8,0.9695497561259984,1.0,6.0,19.0,1.0
2,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,51f0591a498e26b88854db2f,Blenz Coffee,49.269438,-123.106267,301,"97 2nd Ave W (West 2nd Avenue At Manitoba Street), Vancouver BC V5Y 1B1",Café,7.4,0.8835817415129904,1.0,19.0,12.0,3.0
3,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,4ae4b64cf964a520599d21e3,Tim Hortons,49.273107,-123.100739,308,"195 Terminal Ave, Vancouver BC V6A 4G3","Cafes, Coffee, and Tea Houses",6.3,0.8852140455879209,1.0,6.0,1.0,0.0
4,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,4b4a2eaaf964a520af7d26e3,Tim Hortons,49.272174,-123.097658,473,"306 Terminal Ave (at Station St.), Vancouver BC V6A 3W9","Cafes, Coffee, and Tea Houses",5.6,0.9946755795651075,1.0,73.0,79.0,23.0
5,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,5b7882e95455b2002c6abf1c,Pure Bread,49.266667,-123.10449,572,"5 5th Ave E (Ontario Street), Vancouver BC V5T 1G7",Bakery,8.3,0.9505839373506151,1.0,13.0,21.0,4.0
6,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,4e8df4ccbe7bc43c1895944d,Beta5 Chocolates,49.269666,-123.095822,624,"413 Industrial Ave (at Station St), Vancouver BC V6A 2P8",Chocolate Store,8.7,0.977186607333709,1.0,162.0,93.0,16.0
7,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,55674e5c498e553d349469c3,Cartems Donuterie,49.265642,-123.100591,730,"2152 Main Mall (6th), Vancouver BC V6T 1Z4",Donut Shop,8.3,0.9470861429043353,1.0,72.0,74.0,7.0
8,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,4f760db9e4b0e8caa47b6b77,Harvest Community Foods,49.277745,-123.098213,785,"243 Union St (btwn Main & Gore), Vancouver BC V6A 2B2",Gourmet Store,8.2,0.8653154816268631,,79.0,43.0,11.0
9,95e624191c655f50e401d280cd39a9ad,0011 Ontario & Seawall,5478ca03498e3bbc45e6ce54,Elysian Coffee,49.264587,-123.105043,790,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",Coffee Shop,8.9,0.9426750354637492,1.0,70.0,71.0,12.0
0,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4ab244c5f964a520da6a20e3,Starbucks,49.287806,-123.113268,65,"999 Canada Pl (at Howe St.), Vancouver BC V6C 3B5",Coffee Shop,7.3,0.9870192961660287,1.0,83.0,62.0,7.0
1,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4aa7417ff964a5207e4c20e3,Starbucks,49.285474,-123.11169,148,"601 West Cordova (in Waterfront Station), Vancouver BC V6B 1G1",Coffee Shop,6.0,0.9901284467849439,2.0,63.0,60.0,13.0
2,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4d572913143ca093d3c5c4fc,Coal Harbour Coffee Co,49.288445,-123.115837,155,"1085 Canada Pl, Vancouver BC V6C 0C6",Café,5.9,0.9188123044635743,1.0,24.0,17.0,4.0
3,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4aa6a5e6f964a5207e4a20e3,Tim Hortons,49.287693,-123.115043,157,"200 Burrard St (btwn Burrard & Howe), Vancouver BC V6C 3L6","Cafes, Coffee, and Tea Houses",7.3,0.9976875692271817,1.0,114.0,92.0,20.0
4,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4bc8c7496501c9b6dce44029,Blenz Coffee,49.286165,-123.114912,180,"807 Hastings St W (at Howe St.), Vancouver BC V6C 3N9",Coffee Shop,7.0,0.82505198111191,1.0,5.0,6.0,5.0
5,3e112f9fe877e0003780386359060ae6,0014 Canada Place,626590fd7335471b48e4ed8d,Breka Bakery & Café,49.285656,-123.114812,216,"740 Hastings St W, Vancouver BC V6C 1A3",Bakery,,0.9923825809836575,1.0,,,
6,3e112f9fe877e0003780386359060ae6,0014 Canada Place,62e7f57d8cd81b5c81e2ab56,Deville Coffee,49.285324,-123.112306,217,"325 Seymour St (W Cordova St), Vancouver BC V6B 0S8",Café,,0.8299488933367016,1.0,,,
7,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4aa9614ff964a520615320e3,Tim Hortons,49.284975,-123.112134,248,"515 Hastings St W (at Seymour St.), Vancouver BC V6B 5K3","Cafes, Coffee, and Tea Houses",7.0,0.9749130409436272,1.0,69.0,80.0,19.0
8,3e112f9fe877e0003780386359060ae6,0014 Canada Place,4aa75811f964a520bd4c20e3,Trees Organic Coffee,49.284816,-123.114392,279,"450 Granville St (btwn W. Hastings & W. Pender St.), Vancouver BC V6C 1V4",Café,8.1,0.9843959503313189,2.0,336.0,264.0,95.0
9,3e112f9fe877e0003780386359060ae6,0014 Canada Place,5938aff5829b0c197db5625e,Silver Crescent Tea Co,49.286402,-123.116312,282,"433 Hornby St, Vancouver BC V6C 2Y2",Tea Room,,0.476127552904141,2.0,,,
0,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4aae9450f964a5207e6220e3,Nespresso Boutique,49.282871,-123.117714,69,"674 Granville St (at Georgia St), Vancouver BC V6C 1Z6",Café,8.2,0.9381084704922175,1.0,73.0,32.0,3.0
1,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4ddacaa263653908de758dbe,La Prep Daily Fresh,49.28267,-123.118022,70,"701 W Georgia St (at Pacific Centre), Vancouver BC V7Y 1G5",Café,,0.12574571034375548,1.0,,,
2,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4aad62cdf964a520006020e3,Take Five Cafe Pacific Centre,49.283134,-123.118548,78,"Pacific Ctr (701 W Georgia St.), Vancouver BC",Café,5.9,0.9214550824896524,1.0,26.0,37.0,16.0
3,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,55db76a5498eee594a6a3f4e,Ebar,49.281929,-123.120392,82,"799 Robson St, Vancouver BC V7Y 0A2","Cafes, Coffee, and Tea Houses",7.1,0.9644585219875246,1.0,32.0,29.0,9.0
4,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4ea9c44793ad72a2da25b03f,Bel Cafe,49.283289,-123.11919,97,"801 Georgia St W (Howe St), Vancouver BC V6C 1P7","Cafes, Coffee, and Tea Houses",7.9,0.9809370202677756,2.0,197.0,147.0,42.0
5,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,5bdc4a31b8fd9d002ce55175,Starbucks,49.282526,-123.117442,98,"674 Granville St, Vancouver BC V6C 1Z6",Coffee Shop,,0.8391597520452382,1.0,,,
6,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4c2914f39fb5d13a79979a57,Tim Hortons,49.281723,-123.117779,105,"650 Georgia St W (City Centre SkyTrain Station), Vancouver BC V6B 4N7","Cafes, Coffee, and Tea Houses",5.5,0.9761372689998251,1.0,26.0,37.0,7.0
7,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,573b2c2e38faeff59fd2ba1e,Bistro Verde,49.281929,-123.120392,129,"799 Robson St (at Howe Street), Vancouver BC V7Y 0A2",American Restaurant,6.9,0.9919939371562931,1.0,51.0,47.0,11.0
8,6993b3dbb0758927967592ea612a2b1e,0015 Granville & Georgia,4adfc070f964a520377d21e3,Cafe Crepe,49.281327,-123.11953,141,"796 Granville St (at Robson St), Vancouver BC V6Z 1E4",Café,6.2,0.8703872835739687,2.0,81.0,76.0,19.0
